DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,101,5,2015,24,7,1,101,33,21,9,4,320,320,3,3,93,NEOG
1,101,5,2015,6,11,1,101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,101,5,2015,18,12,1,101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,101,5,2015,10,11,1,101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,101,5,2015,13,6,1,101,999,37,9,4,320,320,9,4,81,41
1,101,5,2015,18,7,1,101,999,999,9,9,320,320,9,9,43,NEOG
1,101,5,2015,27,11,1,101,999,999,9,9,320,320,9,9,NEOG,26
1,101,5,2015,13,11,1,101,46,43,4,4,320,320,1,1,NEOG,NEOG
1,101,5,2015,17,11,1,101,31,26,9,9,320,320,9,9,NEOG,NEOG
1,101,5,2015,29,8,1,108,34,37,9,9,320,320,1,1,NEOG,NEOG
1,101,5,2015,28,4,1,101,999,999,9,9,320,320,9,9,34,41
1,101,5,2015,4,8,16,1601,27,27,9,9,320,320,1,1,NEOG,NEOG
1,101,5,2015,3,9,1,101,999,999,9,9,320,320,9,1,NEOG,NEOG
1,101,6,2015,10,10,12,1201,999,999,4,4,320,320,4,9,72,NEOG
1,101,6,2015,1,9,1,101,29,24,4,4,320,320,5,4,25,23
1,101,6,2015,23,10,1,102,26,21,4,4,320,320,9,9,NEOG,NEOG
1,101,6,2015,3,9,1,101,31,30,4,9,320,320,4,1,NEOG,NEOG
1,101,6,2015,28,4,1,101,26,999,4,9,320,320,4,9,31,NEOG
1,101,6,2015,10,10,1,108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,101,6,2015,10,7,1,116,31,22,4,4,320,320,9,4,NEOG,NEOG
1,101,6,2015,25,11,1,108,999,999,9,9,320,320,1,1,NEOG,NEOG
1,101,6,2015,12,11,1,101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,106,2,2015,10,12,1,107,999,40,9,1,320,320,9,2,NEOG,52
1,106,3,2015,7,10,1,106,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,106,4,2015,29,9,1,106,999,999,9,9,320,320,9,9,NEOG,IGNORADO
1,113,3,2015,16,12,1,113,999,999,9,9,320,320,9,9,61,NEOG
1,113,5,2015,14,8,1,113,999,999,9,9,320,320,9,9,61,NEOG
1,113,5,2015,17,3,1,113,999,999,9,9,320,320,9,9,NEOG,NEOG
4,413,2,2015,1,12,4,401,29,22,1,4,320,320,4,4,NEOG,NEOG
4,413,3,2015,28,11,4,413,43,37,1,1,320,320,1,1,61,NEOG
4,413,4,2015,30,12,6,604,999,999,9,9,320,320,9,1,IGNORADO,NEOG
4,413,6,2015,18,7,4,413,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,508,4,2015,18,12,5,508,41,999,4,4,320,320,2,2,61,IGNORADO
16,1616,5,2015,15,10,16,1616,25,22,1,1,320,320,3,1,NEOG,NEOG
1,111,3,2015,10,11,1,101,999,999,9,9,320,320,9,9,72,NEOG
1,111,3,2015,20,11,1,110,29,26,4,4,320,320,3,4,NEOG,41
1,111,5,2015,7,11,1,101,27,25,4,9,320,320,4,1,NEOG,NEOG
16,1613,3,2015,18,12,16,1613,999,34,1,4,320,320,1,1,61,NEOG
12,1202,1,2015,16,10,12,1202,999,999,1,1,320,320,1,1,81,NEOG
12,1202,2,2015,12,12,12,1201,999,29,4,9,320,320,9,9,IGNORADO,IGNORADO
12,1202,2,2015,16,12,12,1202,999,999,9,9,320,320,1,1,NEOG,NEOG
12,1202,4,2015,3,11,12,1202,999,33,9,4,320,320,9,4,NEOG,41
12,1202,5,2015,29,12,12,1202,31,31,9,9,320,320,9,9,NEOG,41
11,1106,1,2015,3,12,10,1002,999,999,9,9,320,320,2,2,61,NEOG
11,1106,2,2015,27,11,10,1002,49,44,4,4,320,320,3,2,IGNORADO,NEOG
11,1106,2,2015,9,12,11,1106,999,31,4,4,320,320,9,3,61,NEOG
1,104,2,2015,14,10,1,104,999,999,9,9,320,320,9,9,52,NEOG
1,104,2,2015,30,12,1,104,999,999,9,9,320,320,9,9,61,NEOG
1,104,3,2015,12,8,1,104,25,24,4,4,320,320,5,4,NEOG,41
1,104,3,2015,26,11,1,101,38,999,9,9,320,320,9,9,IGNORADO,NEOG
3,308,1,2015,24,9,3,308,999,999,9,9,320,320,9,9,NEOG,NEOG
3,308,1,2015,12,9,1,101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,308,1,2015,16,10,3,308,26,26,9,9,320,320,9,5,NEOG,NEOG
3,308,1,2015,16,12,3,307,40,41,9,9,320,320,4,9,NEOG,IGNORADO
3,308,2,2015,14,3,1,108,999,999,9,9,320,320,9,9,NEOG,NEOG
3,308,3,2015,18,8,3,308,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
3,308,3,2015,13,8,3,308,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1901,1,2015,28,10,19,1903,25,28,4,4,320,320,4,9,31,NEOG
19,1901,1,2015,12,8,19,1901,999,999,9,9,320,320,9,1,NEOG,NEOG
19,1901,1,2015,19,8,20,2001,999,999,9,9,320,320,9,9,92,IGNORADO
19,1901,1,2015,29,12,19,1901,56,999,4,4,320,320,3,1,NEOG,NEOG
19,1901,2,2015,5,9,19,1901,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
19,1901,2,2015,26,11,19,1901,27,28,4,4,320,320,9,9,72,43
19,1901,2,2015,1,10,19,1901,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1901,2,2015,19,12,19,1901,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1901,2,2015,12,8,19,1901,999,999,9,9,320,320,9,9,NEOG,NEOG
19,1901,3,2015,19,12,1,115,999,999,9,9,320,320,9,9,NEOG,NEOG
19,1901,3,2015,29,12,19,1901,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1901,3,2015,29,12,19,1901,37,26,4,4,320,320,9,9,NEOG,NEOG
19,1901,3,2015,18,11,19,1901,25,21,4,4,320,320,5,4,23,34
19,1901,3,2015,23,7,19,1901,30,24,4,4,320,320,4,9,31,NEOG
19,1901,4,2015,5,12,19,1901,999,999,9,9,320,320,9,9,NEOG,23
19,1901,4,2015,13,11,19,1901,69,52,4,4,320,320,2,9,NEOG,IGNORADO
19,1901,6,2015,30,12,19,1901,35,999,4,9,320,320,9,9,NEOG,43
21,2101,1,2015,12,11,21,2101,999,999,9,9,320,320,9,9,92,NEOG
21,2101,1,2015,25,11,1,101,999,999,9,9,320,320,9,9,83,NEOG
21,2101,1,2015,28,11,21,2101,999,999,9,9,320,320,9,9,NEOG,NEOG
21,2101,1,2015,2,12,21,2101,999,999,9,9,320,320,9,9,92,NEOG
21,2101,1,2015,17,12,21,2106,23,25,4,4,320,320,2,2,NEOG,NEOG
21,2101,1,2015,17,12,21,2102,26,24,4,4,320,320,4,4,NEOG,NEOG
21,2101,1,2015,8,10,21,2101,39,999,1,9,320,320,1,9,61,NEOG
21,2101,1,2015,13,11,21,2101,25,23,4,4,320,320,4,4,NEOG,NEOG
21,2101,1,2015,28,11,21,2101,45,26,9,9,320,320,9,9,IGNORADO,IGNORADO
21,2101,1,2015,2,12,21,2106,999,999,9,9,320,320,9,1,NEOG,NEOG
21,2101,1,2015,15,12,21,2101,999,999,9,9,320,320,9,9,NEOG,41
21,2101,2,2015,10,9,21,2101,28,20,9,9,320,320,9,9,75,NEOG
21,2101,2,2015,29,12,21,2101,39,999,1,9,320,320,1,9,61,NEOG
21,2101,2,2015,18,12,21,2101,999,35,9,4,320,320,9,5,NEOG,23
21,2101,2,2015,15,12,22,2201,31,26,4,9,320,320,4,1,NEOG,NEOG
21,2101,2,2015,22,12,21,2101,999,999,9,9,320,320,9,9,NEOG,NEOG
21,2101,2,2015,16,10,21,2107,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
21,2101,2,2015,28,4,21,2106,999,999,9,9,320,320,1,1,23,23
21,2101,5,2015,18,12,1,101,45,51,4,9,320,320,4,1,43,NEOG
21,2103,1,2015,6,10,21,2103,999,999,9,9,320,320,9,9,92,NEOG
22,2203,1,2015,10,10,22,2203,26,26,4,4,320,320,4,4,23,41
22,2203,2,2015,10,12,21,2101,999,999,9,9,320,320,9,9,NEOG,NEOG
22,2203,3,2015,22,4,22,2203,48,999,4,9,320,320,1,9,75,IGNORADO
1,105,2,2015,26,8,1,105,999,999,9,4,320,320,1,1,IGNORADO,IGNORADO
1,105,6,2015,25,11,1,105,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,117,1,2015,10,11,1,117,32,29,4,4,320,320,4,4,NEOG,41
1,117,1,2015,26,9,1,115,49,48,9,9,320,320,1,1,NEOG,NEOG
1,117,2,2015,23,10,1,108,33,30,4,4,320,320,4,4,NEOG,NEOG
1,117,2,2015,22,10,1,101,31,26,4,4,320,320,4,4,NEOG,NEOG
1,117,3,2015,2,12,1,101,43,37,4,9,320,320,4,1,52,NEOG
1,117,3,2015,11,6,1,117,31,29,4,4,320,320,9,9,NEOG,NEOG
1,117,4,2015,2,12,5,501,43,999,4,9,320,320,3,9,NEOG,NEOG
1,117,5,2015,5,8,12,1204,24,19,4,4,320,320,2,3,52,NEOG
1,117,5,2015,25,11,1,117,26,22,4,4,320,320,4,3,43,NEOG
1,117,6,2015,23,6,1,101,24,23,4,4,320,320,5,4,43,81
1,117,6,2015,4,7,1,101,999,999,9,9,320,320,9,9,54,NEOG
3,301,1,2015,27,10,3,301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,301,1,2015,14,11,3,301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,301,2,2015,13,10,5,501,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,301,3,2015,9,12,3,301,999,999,9,9,320,320,9,9,71,IGNORADO
3,301,3,2015,21,8,3,301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,301,3,2015,6,11,3,313,999,999,4,4,320,320,9,1,IGNORADO,IGNORADO
3,301,5,2015,22,9,3,302,28,27,4,4,320,320,5,5,NEOG,NEOG
3,301,5,2015,20,8,3,301,999,999,4,4,320,320,1,1,IGNORADO,IGNORADO
12,1211,1,2015,2,9,12,1211,24,23,4,4,320,320,4,4,NEOG,NEOG
12,1211,1,2015,11,11,12,1211,999,999,9,9,320,320,9,9,NEOG,NEOG
12,1211,2,2015,10,10,12,1211,37,27,4,4,320,320,2,3,61,NEOG
12,1211,4,2015,30,4,12,1211,55,56,4,4,320,320,2,2,83,NEOG
12,1211,4,2015,22,10,12,1211,46,45,4,4,320,320,4,2,52,NEOG
12,1211,4,2015,22,12,12,1211,999,999,9,9,320,320,9,9,61,NEOG
1,103,1,2015,13,8,1,108,999,999,9,9,320,320,9,9,83,NEOG
1,103,2,2015,15,12,1,103,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,103,2,2015,23,12,1,103,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,103,6,2015,21,8,1,103,23,24,4,4,320,320,4,4,35,41
3,303,1,2015,8,9,3,303,36,35,4,4,320,320,4,4,23,23
12,1219,2,2015,16,9,12,1219,999,34,9,4,320,320,9,2,IGNORADO,IGNORADO
12,1219,3,2015,20,11,12,1219,54,49,4,4,320,320,1,2,IGNORADO,NEOG
13,1312,1,2015,23,9,13,1312,52,47,4,4,320,320,4,4,61,41
13,1312,3,2015,25,4,13,1312,27,22,1,4,320,320,4,2,52,NEOG
10,1020,1,2015,3,6,10,1020,999,999,9,9,320,320,9,9,92,NEOG
10,1020,4,2015,10,7,10,1020,999,999,9,9,320,320,9,9,92,NEOG
3,302,2,2015,11,11,3,302,999,999,4,4,320,320,9,9,IGNORADO,IGNORADO
3,302,2,2015,26,11,3,302,999,999,4,9,320,320,1,1,93,NEOG
3,302,2,2015,10,10,3,302,60,59,4,4,320,320,2,1,71,NEOG
3,302,3,2015,29,12,3,302,999,33,4,4,320,320,9,4,NEOG,43
3,302,5,2015,3,12,3,301,55,33,4,4,320,320,4,3,23,51
3,302,6,2015,10,10,3,302,27,999,4,9,320,320,2,9,26,IGNORADO
13,1315,2,2015,9,9,13,1315,61,48,9,1,320,320,9,1,IGNORADO,NEOG
1,108,1,2015,15,10,1,108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,108,2,2015,29,8,1,108,999,999,9,9,320,320,9,9,21,41
1,108,2,2015,17,10,1,108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,108,2,2015,29,12,1,101,999,999,9,9,320,320,9,9,NEOG,34
1,108,2,2015,30,10,1,108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,108,3,2015,7,5,1,108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,108,3,2015,10,10,1,108,999,999,9,9,320,320,9,9,NEOG,NEOG
1,108,3,2015,1,4,1,108,999,999,9,9,320,320,1,1,NEOG,NEOG
1,108,3,2015,2,12,1,108,999,999,9,9,320,320,9,9,61,NEOG
1,108,3,2015,17,11,1,101,37,42,4,4,320,320,4,4,52,44
1,108,4,2015,26,11,1,108,999,999,9,9,320,320,1,1,NEOG,NEOG
1,108,4,2015,28,8,1,108,47,41,4,4,320,320,2,4,72,42
1,108,4,2015,28,1,1,108,999,999,9,9,320,320,9,9,22,22
1,109,3,2015,17,10,1,101,24,20,1,4,320,320,3,3,52,NEOG
1,109,5,2015,9,10,4,401,49,22,4,1,320,320,9,9,51,35
1,114,1,2015,3,10,1,101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,114,1,2015,3,12,1,101,26,21,4,4,320,320,4,4,NEOG,NEOG
1,114,1,2015,28,10,1,114,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,114,1,2015,15,10,1,114,999,48,9,4,320,320,9,3,IGNORADO,NEOG
1,114,1,2015,5,12,1,101,999,999,9,9,320,320,9,9,41,NEOG
1,114,2,2015,14,4,1,114,33,32,4,4,320,320,4,4,23,23
1,114,3,2015,14,7,1,114,999,999,9,9,320,720,1,9,61,NEOG
1,114,4,2015,30,12,19,1908,46,46,4,4,320,320,4,2,24,NEOG
1,114,5,2015,4,2,1,101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,114,6,2015,8,4,1,114,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,114,6,2015,24,10,1,115,46,41,9,4,320,320,2,2,91,NEOG
1,115,1,2015,11,9,1,101,34,34,9,9,320,320,1,1,43,41
1,115,1,2015,11,9,1,101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,115,1,2015,2,12,1,115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,115,1,2015,11,9,1,101,37,999,4,9,320,320,4,9,52,IGNORADO
1,115,1,2015,18,9,1,101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,115,1,2015,7,10,1,101,22,21,9,9,320,320,3,9,NEOG,42
1,115,1,2015,10,11,1,115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,115,2,2015,16,12,3,301,999,999,9,9,320,340,9,9,35,IGNORADO
1,115,2,2015,14,11,5,501,40,31,4,9,320,320,4,1,21,33
1,115,2,2015,21,11,1,101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,115,2,2015,22,12,1,101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,115,2,2015,9,12,1,101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,115,2,2015,17,12,4,401,34,26,4,4,320,320,4,9,52,35
1,115,2,2015,19,6,1,115,999,31,9,4,320,320,9,4,52,23
1,115,2,2015,24,3,1,108,999,999,9,9,320,320,9,1,75,NEOG
1,115,2,2015,26,9,1,115,29,27,4,4,320,320,4,4,72,81
1,115,2,2015,25,11,1,115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,115,2,2015,5,6,1,115,999,999,9,9,320,320,1,1,NEOG,NEOG
1,115,3,2015,20,11,1,116,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,115,3,2015,29,12,10,1020,999,999,9,9,320,320,9,9,61,NEOG
1,115,3,2015,2,12,1,101,999,999,9,9,320,320,9,9,NEOG,NEOG
1,115,3,2015,13,11,12,1202,999,999,9,9,320,320,9,9,26,75
1,115,4,2015,10,11,1,115,31,28,9,9,320,320,1,1,31,NEOG
1,115,4,2015,19,5,1,115,999,999,9,9,320,320,9,9,NEOG,NEOG
1,115,4,2015,1,12,1,115,999,999,9,9,320,320,9,1,NEOG,NEOG
1,115,5,2015,29,9,1,117,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,115,6,2015,6,10,1,115,44,47,4,4,320,320,4,4,52,41
1,115,6,2015,9,6,1,115,999,999,9,9,320,320,9,9,NEOG,IGNORADO
3,305,1,2015,30,10,1,108,30,24,4,4,320,320,4,4,NEOG,NEOG
3,305,1,2015,9,12,3,305,999,999,9,9,320,320,9,9,NEOG,NEOG
3,312,2,2015,15,5,3,312,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,314,2,2015,18,12,5,501,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,314,2,2015,16,12,5,501,56,53,4,1,320,320,2,1,83,NEOG
3,314,6,2015,1,12,3,314,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,401,1,2015,26,8,4,401,29,22,1,4,320,320,4,4,NEOG,NEOG
4,401,1,2015,22,12,4,401,999,42,9,9,320,320,9,9,IGNORADO,IGNORADO
4,401,2,2015,14,4,4,401,999,23,9,4,320,320,1,3,IGNORADO,NEOG
4,401,3,2015,1,12,4,401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,401,3,2015,7,10,4,401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,401,3,2015,11,8,4,401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,401,4,2015,27,10,4,406,28,25,1,1,320,320,1,2,81,NEOG
4,401,4,2015,18,11,1,101,999,999,9,9,320,320,9,9,33,41
4,401,4,2015,20,11,4,401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,401,4,2015,19,11,4,401,999,35,9,4,320,320,9,2,IGNORADO,NEOG
4,401,6,2015,27,10,9,901,47,56,5,9,320,320,9,1,32,96
4,401,6,2015,7,11,4,401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,403,1,2015,13,5,1,108,999,999,9,9,320,320,3,3,NEOG,NEOG
4,403,4,2015,3,12,4,403,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,407,1,2015,3,9,4,407,999,39,1,1,320,320,1,3,71,32
4,407,1,2015,11,11,4,407,999,999,9,9,320,320,9,9,43,NEOG
4,407,1,2015,22,9,3,306,999,40,9,1,320,320,9,1,61,NEOG
4,407,2,2015,3,9,4,407,999,39,1,1,320,320,1,3,71,32
7,701,1,2015,14,8,7,705,999,999,1,1,320,320,1,1,IGNORADO,IGNORADO
7,701,1,2015,3,12,7,701,999,999,1,1,320,320,9,9,75,NEOG
7,701,1,2015,30,12,7,713,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
7,701,2,2015,30,12,7,701,23,23,1,1,320,320,4,4,52,NEOG
7,701,2,2015,9,12,7,701,999,42,1,1,320,320,1,1,61,NEOG
7,701,2,2015,3,12,7,701,29,27,1,1,320,320,2,1,NEOG,NEOG
7,701,3,2015,13,2,7,701,34,16,1,9,320,320,1,1,61,IGNORADO
7,701,3,2015,19,9,4,401,33,18,1,1,320,320,1,4,52,NEOG
7,706,3,2015,12,2,7,706,999,999,9,9,320,320,9,9,61,NEOG
7,710,1,2015,3,12,7,701,34,999,9,9,320,320,1,9,NEOG,NEOG
8,801,1,2015,4,3,8,801,999,999,9,9,320,320,1,1,81,NEOG
8,801,1,2015,1,12,8,802,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
8,801,1,2015,16,5,8,801,999,999,9,9,320,320,1,1,34,NEOG
8,801,3,2015,3,6,8,801,999,999,9,9,320,320,9,1,75,NEOG
8,801,3,2015,15,10,8,801,29,22,1,4,320,320,4,3,43,NEOG
8,801,3,2015,5,12,8,801,999,999,9,9,320,320,9,9,52,NEOG
8,801,3,2015,4,8,8,801,999,999,9,9,320,320,9,9,92,NEOG
8,801,3,2015,9,9,8,801,30,27,9,9,320,320,9,9,NEOG,NEOG
8,801,3,2015,29,12,8,801,999,999,9,9,320,320,9,9,NEOG,NEOG
8,801,5,2015,16,12,8,801,999,999,9,9,320,320,9,9,43,NEOG
8,801,5,2015,26,11,8,801,54,40,1,1,320,320,9,2,71,75
8,801,5,2015,5,12,8,801,999,999,9,9,320,320,9,9,52,NEOG
8,802,1,2015,10,12,8,802,26,27,1,4,320,320,4,4,23,23
8,803,5,2015,7,7,8,803,999,999,1,1,320,320,9,9,IGNORADO,IGNORADO
8,804,1,2015,16,12,8,804,33,23,1,1,320,320,2,3,61,NEOG
8,804,1,2015,18,9,8,804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
8,805,1,2015,18,9,8,805,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
8,805,1,2015,9,9,5,501,999,999,4,9,320,320,1,9,IGNORADO,IGNORADO
8,805,1,2015,9,12,8,805,999,999,1,1,320,320,1,1,52,NEOG
8,805,2,2015,15,12,8,805,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
8,805,2,2015,23,9,8,805,999,999,1,1,320,320,1,1,81,NEOG
8,805,3,2015,22,12,8,805,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
8,805,5,2015,5,11,8,805,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
8,806,1,2015,6,11,8,806,999,999,1,1,320,320,1,1,IGNORADO,IGNORADO
8,806,3,2015,24,6,8,806,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,901,1,2015,23,9,9,901,46,45,1,4,320,320,5,4,52,IGNORADO
9,901,1,2015,28,7,9,901,25,27,1,9,320,320,3,4,61,23
9,901,1,2015,27,10,9,901,999,999,9,9,320,320,9,9,NEOG,NEOG
9,901,1,2015,1,9,9,901,999,999,9,9,320,320,9,9,NEOG,NEOG
9,901,1,2015,4,9,9,901,999,999,9,9,320,320,9,9,92,NEOG
9,901,1,2015,2,7,12,1202,999,999,1,1,320,320,4,4,43,NEOG
9,901,1,2015,16,12,1,108,999,999,9,9,320,320,9,9,NEOG,NEOG
9,901,1,2015,21,8,9,901,999,999,9,9,320,320,9,9,NEOG,NEOG
9,901,1,2015,20,6,9,901,59,58,1,1,320,320,9,9,33,NEOG
9,901,2,2015,11,11,20,2007,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,901,2,2015,23,4,9,901,27,22,4,9,320,320,2,2,83,NEOG
9,901,2,2015,21,11,9,901,37,42,9,1,320,320,1,2,NEOG,NEOG
9,901,2,2015,3,12,9,901,999,32,9,4,320,320,9,5,NEOG,NEOG
9,901,2,2015,29,9,9,901,30,28,1,9,320,320,2,1,83,NEOG
9,901,2,2015,7,10,9,901,46,999,1,9,320,320,4,9,NEOG,NEOG
9,901,2,2015,10,12,9,901,999,999,9,9,320,320,9,9,NEOG,NEOG
9,901,2,2015,5,11,9,901,35,35,4,4,320,320,9,4,43,23
9,901,3,2015,22,7,9,901,999,32,9,4,320,320,9,2,61,NEOG
9,901,3,2015,11,9,9,901,40,999,4,9,320,320,4,9,NEOG,NEOG
9,901,3,2015,10,12,9,901,36,34,4,4,320,320,4,5,43,26
9,901,3,2015,30,12,9,901,35,30,1,1,320,320,4,4,NEOG,NEOG
9,901,3,2015,21,11,9,901,45,31,4,4,320,320,5,5,52,41
9,901,3,2015,4,8,9,901,32,999,1,9,320,320,4,9,83,23
9,901,3,2015,8,8,9,901,30,24,4,4,320,320,5,5,NEOG,NEOG
9,901,3,2015,19,9,9,901,35,31,4,1,320,320,5,4,NEOG,52
9,901,4,2015,1,12,9,901,45,45,4,4,320,320,5,5,23,22
9,901,4,2015,17,12,9,901,999,999,4,4,320,320,4,9,NEOG,NEOG
9,901,4,2015,10,12,9,901,41,42,4,4,320,320,5,4,12,41
9,901,4,2015,1,10,9,901,34,34,9,9,320,320,1,1,NEOG,NEOG
9,901,4,2015,15,7,9,901,36,35,1,4,320,320,5,5,73,NEOG
9,901,4,2015,20,5,9,901,36,33,4,4,320,320,5,4,24,24
9,901,5,2015,23,4,9,901,999,999,9,9,320,320,9,9,NEOG,NEOG
9,901,5,2015,26,6,9,901,999,999,9,9,320,320,9,9,61,NEOG
9,901,6,2015,21,11,9,901,50,57,4,4,320,320,5,4,NEOG,NEOG
9,901,6,2015,5,9,9,901,999,999,9,9,320,320,9,9,35,51
9,901,6,2015,21,10,9,901,999,999,9,9,320,320,9,9,43,NEOG
9,902,1,2015,28,4,9,902,33,35,9,9,320,320,9,9,NEOG,NEOG
9,904,2,2015,27,6,9,904,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,904,6,2015,7,8,9,904,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
9,908,1,2015,19,12,9,908,999,999,9,9,320,320,1,1,73,NEOG
9,908,5,2015,16,7,9,908,999,999,9,9,320,320,9,9,92,NEOG
9,909,2,2015,2,10,9,909,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,909,2,2015,17,12,9,909,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,909,3,2015,23,10,9,909,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,909,4,2015,10,10,9,909,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,909,6,2015,25,8,9,909,999,36,9,1,320,320,9,2,IGNORADO,NEOG
9,914,1,2015,15,8,9,914,24,38,1,1,320,320,2,2,92,NEOG
9,914,1,2015,27,8,9,914,999,21,1,1,320,320,2,3,75,NEOG
9,916,1,2015,8,10,9,916,39,36,1,1,320,320,1,2,61,NEOG
9,917,1,2015,24,2,9,917,999,34,9,4,320,320,9,2,IGNORADO,NEOG
9,917,3,2015,5,12,9,920,999,999,9,9,320,320,9,9,92,NEOG
9,917,5,2015,5,5,9,917,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,919,6,2015,13,8,1,111,29,32,4,9,320,320,4,9,72,IGNORADO
9,920,1,2015,6,1,9,920,27,26,4,9,320,320,4,1,NEOG,NEOG
9,920,1,2015,1,7,9,920,999,999,9,9,320,320,9,9,52,NEOG
9,920,1,2015,14,10,9,920,30,24,4,4,320,320,2,2,61,NEOG
9,920,1,2015,13,11,9,920,999,999,4,4,320,320,9,9,IGNORADO,IGNORADO
9,920,1,2015,12,11,9,920,37,39,9,9,320,320,1,1,NEOG,NEOG
9,920,3,2015,27,11,9,920,999,999,4,9,320,320,9,1,52,NEOG
9,920,3,2015,27,6,9,920,30,27,9,4,320,320,9,1,IGNORADO,NEOG
9,920,3,2015,28,10,9,920,23,19,4,9,320,320,2,1,92,NEOG
9,920,3,2015,23,9,9,905,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,920,4,2015,30,12,9,920,999,999,9,9,320,320,1,1,23,41
9,920,5,2015,10,10,9,920,29,27,4,4,320,320,2,4,93,22
9,920,6,2015,22,12,9,920,999,999,9,9,320,320,9,9,31,23
9,920,6,2015,28,4,9,920,999,999,9,9,320,320,9,9,52,NEOG
9,921,2,2015,12,9,9,920,999,999,9,9,320,320,9,9,NEOG,NEOG
9,921,2,2015,16,12,12,1216,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,921,2,2015,30,12,9,921,27,27,4,4,320,320,4,4,43,51
9,921,3,2015,30,10,9,921,38,23,4,4,320,320,2,2,83,NEOG
9,921,3,2015,28,10,9,921,34,31,4,4,320,320,2,4,NEOG,23
