depreg,mupreg,mesreg,añoreg,diaocu,mesocu,añoocu,depocu,mupocu,edadhom,edadmuj,grethom,gretmuj,nachom,nacmuj,escohom,escomuj,ocupahom,ocupamuj
3,0308,6,2010,29,4,2010,1,0101,40,32,9,9,320,320,1,1,2211,2221
5,0506,12,2010,12,10,2010,10,1001,49,44,2,2,320,320,5,5,2320,2221
14,1401,3,2011,3,8,2010,14,1401,44,47,2,9,320,320,9,9,2634,2221
9,0920,12,2010,5,11,2010,9,0920,999,999,9,9,320,320,9,9,6111,2221
1,0101,9,2010,31,8,2010,3,0301,999,999,9,9,320,320,9,9,6111,2221
3,0315,2,2011,1,9,2010,3,0301,29,28,1,2,320,320,3,2,7112,2221
1,0101,11,2010,23,6,2010,1,0101,999,999,9,9,320,320,1,1,9712,2221
1,0101,7,2010,23,4,2010,1,0101,999,65,2,2,320,320,1,3,9999,2221
9,0901,10,2010,25,8,2010,9,0901,999,999,9,9,320,320,9,9,5221,2261
1,0108,12,2010,8,10,2010,22,2201,999,999,9,9,320,320,9,9,5221,2261
21,2101,7,2010,21,6,2010,21,2101,22,27,9,9,320,320,9,1,9712,2261
1,0101,12,2010,30,9,2010,1,0101,999,999,2,2,320,320,9,9,7212,2262
12,1228,9,2010,19,5,2010,1,0101,38,36,2,9,320,320,2,4,8322,2262
9,0901,7,2010,5,4,2010,9,0901,31,999,9,9,320,320,4,4,5221,2264
1,0101,11,2010,28,9,2010,1,0101,33,33,9,9,320,320,1,1,2211,2265
1,0101,11,2010,21,10,2010,1,0101,31,32,2,9,320,320,5,5,5221,2265
1,0101,10,2010,23,9,2010,1,0101,999,999,9,9,320,320,9,9,2120,2267
14,1401,1,2011,21,10,2010,14,1401,43,35,9,1,320,320,9,5,9999,2320
10,1014,5,2010,18,3,2010,1,0114,999,999,9,9,320,320,9,9,310,2341
12,1201,5,2010,28,4,2010,12,1201,32,27,2,2,320,320,5,4,2133,2341
1,0101,10,2010,9,9,2010,1,0101,56,45,9,2,222,320,9,4,2133,2341
1,0101,6,2010,11,2,2010,1,0101,999,999,9,9,320,320,9,9,2142,2341
1,0101,10,2010,19,8,2010,1,0101,40,32,9,9,320,320,1,1,2166,2341
1,0101,9,2010,29,7,2010,1,0101,999,999,9,9,320,320,9,9,2211,2341
9,0902,11,2010,26,10,2010,9,0901,999,36,2,2,320,320,5,4,2211,2341
1,0101,10,2010,20,7,2010,1,0101,999,999,9,9,320,320,1,1,2211,2341
10,1010,5,2010,18,1,2010,10,1010,999,999,9,9,320,320,1,9,2320,2341
10,1010,8,2010,15,2,2010,10,1010,999,999,9,9,320,320,9,9,2341,2341
12,1211,9,2010,10,5,2010,12,1215,23,28,2,2,320,320,4,4,2341,2341
17,1708,12,2010,15,11,2010,17,1712,28,28,2,2,320,320,4,4,2341,2341
1,0115,9,2010,5,4,2010,1,0115,999,999,9,9,320,320,1,1,2341,2341
9,0920,12,2010,12,4,2010,9,0920,999,999,9,9,320,320,9,9,2341,2341
15,1504,12,2010,9,9,2010,15,1504,999,999,9,2,320,320,1,4,2341,2341
12,1211,9,2010,10,5,2010,12,1215,23,28,2,2,320,320,4,4,2341,2341
1,0101,9,2010,15,7,2010,1,0101,55,51,9,9,320,320,4,4,2341,2341
16,1601,4,2011,29,11,2010,16,1601,35,34,1,1,320,320,4,5,2341,2341
15,1506,1,2011,23,11,2010,15,1501,999,999,1,2,320,320,4,4,2341,2341
1,0101,8,2010,14,6,2010,1,0101,999,999,9,9,320,320,9,9,2354,2341
1,0101,8,2010,26,7,2010,1,0101,999,999,9,9,320,320,9,9,2411,2341
1,0108,8,2010,9,7,2010,1,0101,999,999,9,9,320,320,9,9,2611,2341
1,0101,11,2010,3,9,2010,1,0101,48,999,9,9,320,320,5,9,2611,2341
1,0101,9,2010,31,8,2010,1,0101,999,999,9,9,320,320,9,9,2634,2341
10,1019,8,2010,27,5,2010,10,1001,30,30,2,2,320,320,4,4,3118,2341
10,1019,1,2011,26,10,2010,10,1001,30,30,2,2,320,320,4,4,3118,2341
5,0501,4,2010,14,1,2010,5,0501,41,36,2,2,320,320,9,9,3314,2341
1,0101,9,2010,7,5,2010,1,0101,999,999,9,9,320,320,9,9,3412,2341
1,0101,7,2010,3,5,2010,1,0101,999,999,9,9,320,320,9,9,3412,2341
21,2101,6,2010,19,3,2010,1,0101,999,999,9,9,320,320,1,9,3412,2341
1,0101,10,2010,20,9,2010,1,0101,999,999,9,9,320,320,9,9,3412,2341
1,0101,12,2010,22,4,2010,1,0101,999,999,9,9,320,840,9,9,3412,2341
1,0101,8,2010,22,7,2010,1,0101,999,999,9,9,320,320,9,9,3412,2341
6,0602,10,2010,2,8,2010,6,0601,999,25,2,2,320,320,4,4,3412,2341
1,0101,3,2011,4,11,2010,1,0101,999,999,9,9,320,320,1,1,3412,2341
1,0101,9,2010,30,7,2010,1,0101,999,999,9,9,320,320,9,9,3513,2341
1,0101,12,2010,18,10,2010,1,0101,999,999,9,9,320,320,9,9,3513,2341
9,0902,7,2010,15,3,2010,9,0901,33,37,2,2,320,320,9,9,3522,2341
6,0608,9,2010,28,5,2010,6,0601,999,999,9,9,320,320,9,9,4311,2341
1,0101,11,2010,23,9,2010,1,0101,999,999,9,9,320,320,9,9,5141,2341
1,0101,8,2010,15,3,2010,1,0101,999,999,9,9,320,222,9,9,5221,2341
1,0101,5,2010,18,2,2010,1,0101,999,999,9,9,320,320,9,1,5221,2341
9,0901,2,2011,5,11,2010,9,0901,999,999,9,9,320,320,9,9,5242,2341
10,1002,7,2010,15,4,2010,10,1002,36,999,2,9,320,320,2,9,6111,2341
3,0310,5,2010,25,1,2010,1,0101,999,67,9,9,320,320,9,1,6111,2341
3,0306,12,2010,16,9,2010,3,0301,22,26,1,1,320,320,1,4,6111,2341
9,0901,8,2010,28,6,2010,9,0901,54,64,9,2,320,320,1,4,6111,2341
9,0901,2,2011,16,12,2010,9,0901,41,999,2,9,320,320,9,9,6111,2341
9,0902,9,2010,27,7,2010,9,0901,31,34,2,2,320,320,9,4,7231,2341
21,2101,12,2010,20,9,2010,21,2101,999,999,9,9,320,320,9,9,9313,2341
1,0101,8,2010,26,7,2010,1,0101,999,999,9,9,320,320,9,9,9712,2341
1,0101,11,2010,6,8,2010,1,0101,40,999,9,9,320,320,1,9,9712,2341
19,1901,4,2010,19,3,2010,19,1901,999,999,9,9,840,320,9,1,9712,2341
1,0101,9,2010,12,8,2010,1,0101,999,36,9,9,320,192,9,1,9712,2341
22,2201,10,2010,23,8,2010,22,2201,22,21,9,9,320,320,1,1,9712,2341
17,1711,11,2010,7,9,2010,17,1703,999,999,9,9,320,320,9,1,9712,2341
12,1201,1,2010,4,1,2010,12,1201,999,999,2,2,320,320,4,4,9712,2341
9,0901,2,2010,4,1,2010,9,0901,999,51,9,9,320,320,9,4,9712,2341
21,2101,5,2010,24,2,2010,21,2101,999,999,9,9,320,320,9,9,9712,2341
16,1604,7,2010,18,6,2010,16,1601,999,999,9,9,320,320,9,9,9712,2341
1,0101,9,2010,29,7,2010,1,0101,27,21,9,9,320,320,1,9,9712,2341
14,1414,4,2010,4,1,2010,14,1401,999,999,2,2,320,320,3,4,9712,2341
5,0502,8,2010,4,3,2010,5,0502,999,999,9,9,320,320,9,9,9712,2341
9,0901,8,2010,16,7,2010,9,0901,999,999,9,9,320,320,9,9,9712,2341
4,0413,5,2010,13,4,2010,4,0401,30,24,2,2,320,320,2,4,9712,2341
9,0901,7,2010,1,6,2010,9,0901,999,999,9,9,320,320,9,9,9712,2341
16,1601,11,2010,29,10,2010,16,1601,999,999,9,9,320,320,9,9,9712,2341
11,1107,9,2010,18,8,2010,11,1101,37,999,9,9,320,320,9,9,9712,2341
1,0115,10,2010,1,7,2010,1,0115,999,999,9,9,320,320,1,1,9712,2341
1,0115,1,2011,20,7,2010,1,0115,999,999,9,9,320,320,9,9,9712,2341
1,0101,1,2011,14,12,2010,1,0101,999,999,9,9,222,320,9,9,9712,2341
16,1601,1,2011,30,9,2010,16,1601,999,999,9,9,320,320,9,9,9712,2341
11,1101,3,2011,23,8,2010,11,1101,31,28,9,9,320,320,1,1,9712,2341
17,1704,6,2011,9,9,2010,17,1703,31,26,2,2,320,320,1,4,9712,2341
5,0510,1,2011,1,10,2010,5,0510,24,21,9,9,320,320,1,1,9712,2341
16,1601,2,2011,21,12,2010,16,1601,31,30,9,9,320,320,9,4,9712,2341
19,1902,3,2011,9,12,2010,19,1902,27,27,2,2,320,320,9,4,9712,2341
1,0101,10,2010,2,9,2010,1,0101,999,999,9,9,320,320,9,9,9998,2341
1,0101,11,2010,27,9,2010,1,0101,34,33,2,9,320,320,4,1,9998,2341
1,0115,4,2010,2,3,2010,1,0115,999,999,9,9,320,320,9,9,9999,2341
1,0101,11,2010,9,9,2010,1,0101,43,43,9,2,320,320,9,4,9999,2341
1,0101,6,2010,19,4,2010,1,0108,26,999,9,9,320,320,9,9,9999,2341
18,1804,6,2010,28,5,2010,18,1801,999,32,9,2,320,320,9,4,9999,2341
22,2212,9,2010,31,8,2010,22,2201,45,31,9,2,320,320,9,4,9999,2341
1,0111,9,2010,26,7,2010,1,0101,34,35,9,2,320,320,1,4,9999,2341
22,2212,9,2010,31,8,2010,22,2201,45,31,9,2,320,320,9,4,9999,2341
1,0101,3,2011,13,10,2010,1,0101,999,999,9,9,320,320,9,1,9999,2341
21,2101,5,2010,24,3,2010,21,2101,999,999,9,9,320,320,9,9,2421,2342
1,0101,8,2010,20,7,2010,1,0101,999,999,9,9,320,320,9,9,2422,2342
1,0101,3,2011,23,8,2010,1,0101,22,22,9,9,320,320,1,1,3153,2342
20,2011,7,2010,12,7,2010,20,2001,28,25,2,2,320,320,4,4,3314,2342
1,0101,3,2010,15,1,2010,1,0101,999,999,9,9,320,320,9,9,3412,2342
17,1709,10,2010,12,7,2010,17,1712,999,999,9,9,320,320,9,9,4311,2342
13,1301,11,2010,24,8,2010,13,1301,40,34,2,2,320,320,3,4,9712,2342
19,1901,4,2011,10,8,2010,19,1901,33,31,2,2,320,320,9,4,9712,2342
1,0101,11,2010,29,9,2010,1,0101,999,999,9,9,320,320,9,9,9998,2342
9,0901,3,2011,24,6,2010,9,0901,43,41,9,2,320,320,9,5,9999,2351
1,0101,7,2010,3,6,2010,1,0101,999,999,9,9,320,320,9,9,2161,2359
9,0901,4,2010,25,3,2010,9,0901,999,999,9,9,320,320,9,9,2211,2359
1,0101,5,2010,27,4,2010,1,0101,999,999,9,9,320,320,1,1,2611,2359
1,0101,8,2010,26,3,2010,1,0101,999,999,9,9,320,320,9,1,3119,2359
1,0101,10,2010,27,7,2010,1,0101,999,999,9,9,320,320,9,9,3142,2359
1,0101,11,2010,26,5,2010,1,0101,999,999,9,9,320,320,9,9,4311,2359
9,0921,3,2011,22,12,2010,11,1101,30,24,2,2,320,320,4,4,4311,2359
16,1601,8,2010,18,6,2010,16,1601,999,999,9,9,721,320,9,9,5221,2359
1,0101,11,2010,8,9,2010,1,0101,999,999,9,9,320,320,9,9,5221,2359
12,1223,1,2011,14,9,2010,12,1223,999,999,9,9,320,320,9,9,6111,2359
19,1901,5,2010,9,4,2010,19,1901,999,999,9,9,320,320,9,9,7231,2359
1,0101,4,2011,15,12,2010,1,0101,46,44,9,9,320,320,1,1,7231,2359
1,0101,7,2010,20,4,2010,1,0101,999,999,9,9,320,320,9,9,9712,2359
16,1601,8,2010,8,3,2010,16,1601,999,999,9,9,320,320,1,9,9712,2359
1,0101,10,2010,30,9,2010,1,0101,999,999,9,9,320,320,9,9,9712,2359
9,0920,3,2011,23,6,2010,9,0920,999,31,9,2,320,320,9,4,9712,2359
9,0901,3,2011,6,8,2010,9,0901,999,29,9,2,320,320,9,4,9712,2359
9,0920,9,2010,19,4,2010,9,0920,999,999,9,9,320,320,9,1,9998,2359
14,1415,1,2011,30,3,2010,14,1415,34,31,2,2,320,320,9,4,9999,2359
1,0108,7,2010,22,4,2010,1,0101,999,999,9,9,320,320,1,1,2511,2411
1,0102,2,2011,10,12,2010,1,0101,999,999,9,9,320,320,9,9,2421,2421
1,0101,4,2010,8,2,2010,1,0101,999,999,9,9,320,320,9,9,2132,2422
1,0101,1,2011,20,5,2010,1,0101,999,999,9,9,320,320,9,9,2144,2422
1,0101,3,2010,5,1,2010,1,0101,999,999,9,9,320,320,9,9,9998,2422
1,0102,11,2010,24,9,2010,1,0101,999,999,9,9,320,320,9,9,9998,2422
1,0101,9,2010,2,9,2010,1,0101,999,999,9,9,320,1026,9,9,9712,2431
1,0101,8,2010,12,1,2010,1,0101,999,45,9,9,320,320,9,1,9712,2431
1,0101,9,2010,20,4,2010,1,0101,999,999,9,9,320,320,9,9,2211,2433
1,0101,9,2010,28,4,2010,1,0101,999,999,9,9,320,320,9,9,3114,2433
1,0101,4,2010,4,2,2010,1,0101,999,999,9,9,320,320,1,1,3153,2511
9,0901,5,2010,17,3,2010,1,0101,999,999,9,9,320,320,9,9,5221,2514
1,0101,12,2010,10,11,2010,1,0101,999,999,9,9,320,320,9,9,2149,2529
9,0920,4,2011,30,3,2010,9,0920,33,32,9,9,320,320,1,1,2611,2611
1,0101,1,2011,6,12,2010,1,0101,34,27,2,9,320,320,5,1,2611,2611
1,0115,5,2010,8,1,2010,1,0115,999,999,9,9,320,320,9,9,6111,2611
2,0207,9,2010,6,8,2010,2,0207,999,999,9,9,320,320,9,9,7412,2611
1,0101,11,2010,5,10,2010,1,0101,999,999,9,9,320,320,9,9,9712,2611
1,0101,5,2010,12,4,2010,1,0101,999,999,9,9,320,320,9,9,9712,2611
9,0922,7,2010,8,6,2010,9,0920,34,34,2,2,320,320,5,5,9712,2611
2,0207,1,2011,20,9,2010,1,0101,999,999,9,9,320,320,9,9,9712,2611
1,0101,3,2011,14,10,2010,1,0101,999,999,9,9,320,320,1,9,9712,2611
1,0101,8,2010,27,5,2010,1,0101,999,999,9,9,320,320,9,9,2149,2619
1,0101,9,2010,8,2,2010,1,0101,999,999,9,9,320,320,9,9,2151,2619
3,0301,12,2010,9,11,2010,1,0101,33,33,2,2,320,32,1,1,2619,2619
16,1601,8,2010,23,7,2010,16,1601,999,999,9,9,320,724,9,9,3412,2619
1,0101,10,2010,16,7,2010,1,0101,999,999,9,9,320,320,9,9,5221,2619
1,0101,8,2010,1,7,2010,1,0101,999,999,9,9,320,320,9,9,9712,2619
1,0101,4,2011,27,12,2010,1,0101,999,999,9,9,320,40,9,9,2412,2633
1,0101,8,2010,20,5,2010,1,0101,999,999,9,9,320,840,9,9,9998,2633
1,0101,10,2010,9,9,2010,1,0101,35,33,9,9,222,320,1,1,2141,2634
1,0101,3,2011,26,10,2010,1,0101,29,999,9,9,320,320,1,1,2145,2634
1,0101,8,2010,19,7,2010,1,0101,40,34,2,2,320,320,5,9,2161,2634
1,0101,6,2010,12,4,2010,1,0101,44,37,9,9,320,320,9,9,5221,2634
12,1201,4,2011,22,11,2010,12,1201,55,48,2,2,320,320,5,5,4131,2635
1,0101,9,2010,7,6,2010,1,0101,999,999,9,9,320,320,9,9,7231,2635
3,0307,8,2010,20,7,2010,3,0301,33,33,9,9,320,320,5,5,5113,2643
1,0101,10,2010,13,8,2010,1,0101,27,30,2,9,840,320,9,5,9712,2656
1,0101,6,2010,1,3,2010,1,0108,999,999,9,9,320,320,9,9,3513,3118
1,0101,12,2010,19,11,2010,1,0101,999,999,9,9,320,320,9,9,9712,3119
1,0101,4,2011,4,11,2010,1,0114,999,999,9,9,320,320,9,9,5249,9999
1,0101,12,2010,27,9,2010,1,0101,999,999,9,9,320,320,9,9,2221,3221
1,0101,11,2010,26,7,2010,1,0101,999,999,9,9,320,320,9,9,3221,3221
1,0101,12,2010,18,10,2010,1,0101,999,999,9,9,320,320,9,9,3513,3221
6,0601,7,2010,14,5,2010,6,0601,999,999,9,9,320,320,9,9,9712,3221
17,1701,2,2011,8,11,2010,17,1703,28,25,9,9,320,320,9,4,9712,3221
13,1302,2,2011,4,8,2010,13,1301,999,31,9,2,320,320,9,4,9712,3221
4,0409,9,2010,20,7,2010,4,0409,999,23,9,9,320,320,9,4,9999,3221
14,1416,4,2010,24,3,2010,14,1401,999,999,9,9,320,320,9,9,8322,3222
1,0101,3,2011,1,12,2010,1,0101,999,999,9,9,320,320,9,9,3412,3314
17,1703,2,2011,21,12,2010,17,1703,53,39,9,2,320,320,1,4,6111,3314
1,0114,10,2010,2,8,2010,1,0114,999,999,2,2,320,320,9,9,9712,3314
18,1804,7,2010,9,7,2010,18,1801,999,26,9,2,320,320,9,4,9999,3314
1,0101,3,2011,14,10,2010,1,0101,999,48,9,2,320,320,9,4,2113,3334
1,0108,12,2010,11,10,2010,1,0101,999,999,9,9,320,320,9,9,2132,3412
1,0101,9,2010,22,7,2010,1,0101,999,999,9,9,320,320,9,9,2141,3412
1,0108,10,2010,3,6,2010,1,0101,999,999,9,9,320,320,1,1,3412,3412
9,0901,9,2010,13,8,2010,9,0901,999,999,9,9,320,320,9,9,9712,3412
9,0901,7,2010,15,3,2010,9,0901,999,999,9,9,320,320,9,9,9712,3412
3,0303,8,2010,7,7,2010,3,0301,32,29,2,9,320,320,9,4,9712,3412
9,0901,5,2011,23,4,2010,11,1101,999,999,2,2,320,320,9,9,9712,3412
1,0101,2,2011,20,12,2010,1,0101,999,35,9,2,320,320,9,4,9712,3412
1,0101,2,2011,1,10,2010,1,0101,999,35,9,9,320,320,9,1,9999,3412
1,0101,10,2010,26,4,2010,1,0101,999,999,9,9,320,320,9,9,110,3513
15,1504,2,2011,9,12,2010,15,1501,27,19,2,2,320,320,4,4,2341,3513
1,0101,2,2011,29,10,2010,1,0101,999,999,2,9,320,320,1,9,3513,3513
1,0101,8,2010,28,6,2010,1,0101,30,29,9,9,320,320,1,4,4311,3513
1,0101,6,2010,29,4,2010,1,0101,45,44,9,9,320,320,9,9,4311,3513
4,0415,4,2011,29,7,2010,4,0401,22,23,2,2,320,320,2,5,7221,3513
5,0501,11,2010,13,4,2010,5,0501,999,999,9,9,320,320,9,9,9712,3513
18,1804,1,2011,11,11,2010,18,1801,26,19,9,2,320,320,9,4,9712,3513
1,0101,11,2010,18,3,2010,1,0101,999,999,9,9,320,320,9,9,9998,3513
16,1601,12,2010,3,8,2010,16,1601,31,26,9,2,320,320,9,4,9999,3513
1,0114,5,2010,9,2,2010,1,0114,999,23,9,9,320,320,9,4,9999,3513
1,0101,6,2010,23,3,2010,1,0101,999,999,9,9,320,320,9,9,110,4120
1,0101,9,2010,21,4,2010,1,0101,999,999,9,9,320,320,9,9,110,4120
16,1601,8,2010,23,6,2010,16,1601,999,999,9,9,320,320,9,9,310,4120
1,0101,3,2011,10,12,2010,1,0101,41,40,2,9,320,320,9,1,1219,4120
1,0101,12,2010,7,9,2010,1,0101,34,31,2,9,320,320,4,1,1346,4120
1,0101,8,2010,4,5,2010,1,0101,999,999,9,9,320,320,9,9,2142,4120
1,0101,8,2010,4,5,2010,1,0101,999,999,9,9,320,320,9,9,2142,4120
1,0101,1,2011,21,12,2010,1,0101,49,47,2,2,320,320,5,4,2144,4120
1,0101,11,2010,21,9,2010,1,0101,999,999,9,9,320,320,9,9,2145,4120
1,0108,7,2010,23,3,2010,1,0108,37,999,9,9,320,320,9,1,2151,4120
5,0501,6,2010,23,4,2010,5,0501,999,999,2,2,320,320,9,1,2151,4120
1,0101,4,2010,23,2,2010,1,0101,999,999,9,9,320,320,9,9,2211,4120
1,0101,10,2010,28,7,2010,1,0101,999,999,2,2,320,320,1,1,2211,4120
1,0101,9,2010,19,7,2010,1,0108,44,43,9,9,320,320,1,1,2211,4120
1,0101,3,2010,9,2,2010,1,0101,999,999,9,9,320,320,9,9,2211,4120
1,0101,4,2010,28,1,2010,1,0101,999,999,9,9,320,320,9,9,2211,4120
11,1104,3,2011,27,12,2010,11,1101,999,999,9,9,320,320,9,9,2320,4120
12,1215,2,2011,9,12,2010,9,0920,28,19,2,2,320,320,4,4,2341,4120
1,0101,6,2010,3,5,2010,1,0101,999,999,9,9,320,320,9,9,2411,4120
1,0101,2,2011,23,8,2010,1,0115,999,999,9,9,320,320,9,9,2412,4120
1,0101,7,2010,27,4,2010,1,0101,999,999,9,9,320,320,9,9,2511,4120
1,0101,9,2010,29,7,2010,1,0101,39,999,9,9,320,188,5,9,2611,4120
4,0407,6,2010,20,4,2010,6,0601,20,20,1,2,320,320,4,4,3114,4120
11,1101,12,2010,5,8,2010,11,1101,24,21,9,9,320,320,1,1,3114,4120
1,0101,2,2011,28,12,2010,1,0101,999,999,9,9,320,320,9,9,3114,4120
1,0114,9,2010,15,7,2010,5,0501,999,999,9,9,320,320,4,4,3119,4120
1,0101,9,2010,27,8,2010,1,0101,38,999,9,9,320,320,1,9,3119,4120
1,0101,9,2010,26,7,2010,1,0101,999,999,9,9,320,320,9,9,3119,4120
11,1104,3,2011,27,12,2010,11,1101,999,999,9,9,320,320,9,9,3119,4120
11,1102,10,2010,2,9,2010,10,1001,999,999,9,9,320,320,9,9,3142,4120
1,0101,2,2010,18,1,2010,1,0101,999,999,9,9,320,320,1,9,3153,4120
1,0101,8,2010,21,5,2010,1,0101,999,999,9,9,320,320,9,9,3314,4120
18,1802,9,2010,17,6,2010,18,1801,26,19,2,2,320,320,9,4,3314,4120
1,0108,5,2011,11,8,2010,1,0101,33,29,9,9,320,320,4,4,3314,4120
1,0101,12,2010,15,10,2010,1,0101,42,40,9,9,320,320,4,4,3412,4120
1,0101,5,2010,17,2,2010,1,0101,999,999,9,9,320,320,9,9,3412,4120
1,0115,3,2010,5,3,2010,1,0115,999,999,9,9,320,320,9,9,3412,4120
1,0101,9,2010,14,9,2010,1,0101,999,999,9,9,320,320,9,9,3412,4120
9,0901,11,2010,5,10,2010,9,0901,999,999,9,9,320,320,9,9,3412,4120
1,0101,11,2010,14,10,2010,1,0101,999,999,9,9,320,320,9,9,3412,4120
1,0101,12,2010,15,11,2010,1,0101,999,999,9,9,320,320,9,9,3412,4120
1,0101,6,2011,2,11,2010,1,0101,999,999,9,9,320,320,9,9,3435,4120
12,1202,7,2010,24,5,2010,13,1301,999,999,9,9,320,320,9,9,3513,4120
1,0101,7,2010,14,6,2010,1,0101,999,37,9,2,320,320,9,4,3513,4120
16,1604,12,2010,19,8,2010,1,0108,38,38,2,2,320,320,9,4,4131,4120
1,0108,9,2010,10,3,2010,1,0101,999,999,9,9,320,320,9,9,4131,4120
19,1901,12,2010,27,10,2010,19,1901,999,999,9,9,320,320,9,9,4311,4120
1,0101,10,2010,16,2,2010,1,0101,999,999,9,9,320,320,9,9,4311,4120
1,0114,10,2010,8,9,2010,1,0114,999,33,9,2,320,320,9,4,4311,4120
1,0117,3,2010,10,2,2010,1,0101,999,999,9,9,320,320,9,9,4311,4120
1,0101,5,2010,18,2,2010,1,0101,999,999,9,9,320,320,1,1,4311,4120
1,0101,12,2010,29,1,2010,1,0101,29,27,2,2,320,320,4,4,4311,4120
1,0101,6,2010,29,4,2010,1,0101,999,999,9,9,320,320,9,9,4311,4120
19,1904,11,2010,18,10,2010,19,1901,28,29,2,2,320,320,4,4,4311,4120
1,0101,12,2010,18,11,2010,1,0101,999,999,9,9,320,320,1,1,4311,4120
1,0115,2,2011,6,12,2010,1,0115,999,999,9,9,320,320,9,9,4311,4120
1,0101,10,2010,27,8,2010,1,0101,999,999,9,9,320,320,9,9,4312,4120
1,0101,11,2010,24,6,2010,1,0101,999,999,9,9,320,320,9,9,4321,4120
1,0108,5,2010,22,1,2010,1,0108,999,49,9,9,320,320,9,1,5221,4120
1,0101,8,2010,7,7,2010,1,0101,34,29,9,2,320,320,2,4,5221,4120
1,0101,8,2010,23,6,2010,1,0101,999,999,9,9,320,320,9,1,5221,4120
1,0115,11,2010,9,9,2010,1,0115,999,999,9,9,222,320,9,9,5221,4120
1,0115,9,2010,9,9,2010,1,0115,999,999,9,9,222,320,9,9,5221,4120
1,0101,1,2011,27,7,2010,1,0114,999,999,9,9,320,320,9,9,5221,4120
1,0108,1,2011,28,10,2010,1,0108,999,999,9,9,40,320,1,9,5221,4120
1,0108,9,2010,7,6,2010,1,0108,22,22,9,9,320,320,9,9,5249,4120
1,0101,11,2010,26,10,2010,1,0101,41,45,9,9,320,320,9,9,5249,4120
1,0108,2,2011,19,3,2010,1,0108,999,999,9,9,320,320,9,9,6111,4120
1,0108,11,2010,2,9,2010,1,0101,999,999,9,9,320,320,9,9,7115,4120
1,0101,7,2010,29,4,2010,1,0101,999,999,9,9,320,320,9,9,7231,4120
9,0901,6,2011,9,11,2010,9,0901,999,999,9,9,320,320,9,9,7231,4120
1,0101,7,2010,25,3,2010,1,0101,999,999,9,9,320,320,9,9,7411,4120
1,0101,7,2010,9,6,2010,1,0101,999,999,9,9,320,222,9,9,7411,4120
1,0101,8,2010,20,4,2010,1,0101,999,999,9,9,320,320,9,9,9621,4120
5,0509,4,2010,17,2,2010,5,0501,999,999,9,9,320,320,9,1,9712,4120
1,0101,6,2010,12,4,2010,1,0101,999,999,9,9,320,320,9,9,9712,4120
5,0509,8,2010,18,1,2010,5,0501,48,49,9,9,320,320,1,1,9712,4120
